Serial No.,College Name,Ranking Agency,Year,Rank
42,Chaitanya Bharathi Institute of Technology - [CBIT],Overall,2022 Ranking,-
42,Chaitanya Bharathi Institute of Technology - [CBIT],B.Tech,2024 Ranking,#60|  out of 284 in  |India 2024|#2nd in Hyderabad
42,Chaitanya Bharathi Institute of Technology - [CBIT],B.Tech,2023 Ranking,#33|  out of 246 in  |India 2023
42,Chaitanya Bharathi Institute of Technology - [CBIT],B.Tech,2022 Ranking,#33|  out of 238 in  |India 2022
43,New Horizon College of Engineering - [NHCE],B.Tech,2024 Ranking,#151-200|  out of 300 in  |India 2024|#7th in Bangalore
43,New Horizon College of Engineering - [NHCE],B.Tech,2023 Ranking,#151-200|  out of 200 in  |India 2023|#5th in Bangalore
43,New Horizon College of Engineering - [NHCE],B.Tech,2022 Ranking,#121|  out of 300 in  |India 2022|#7th in Bangalore
44,Veermata Jijabai Technological Institute - [VJTI],B.Tech,2019 Ranking,#26|  out of 130 in  |India 2019|#2nd in Mumbai
45,"JNTUK University College of Engineering, Kakinada",B.Tech,2022 Ranking,#201-250|  out of 300 in  |India 2022|#10th in Andhra Pradesh
45,"JNTUK University College of Engineering, Kakinada",B.Tech,2021 Ranking,#123|  out of 300 in  |India 2021|#4th in Andhra Pradesh
45,"JNTUK University College of Engineering, Kakinada",B.Tech,2020 Ranking,#97|  out of 300 in  |India 2020|#3rd in Andhra Pradesh
46,"Graphic Era University, School of Engineering and Technology - [GEU]",B.Tech,2024 Ranking,#52|  out of 300 in  |India 2024|#3rd in Uttarakhand
46,"Graphic Era University, School of Engineering and Technology - [GEU]",B.Tech,2023 Ranking,#62|  out of 200 in  |India 2023|#3rd in Uttarakhand
46,"Graphic Era University, School of Engineering and Technology - [GEU]",B.Tech,2022 Ranking,#64|  out of 300 in  |India 2022|#3rd in Uttarakhand
47,K. J. Somaiya College of Engineering - [KJSCE],Overall,2024 Ranking,-
47,K. J. Somaiya College of Engineering - [KJSCE],Overall,2023 Ranking,#50|  out of 281 in  |India 2023|#4th in Mumbai
47,K. J. Somaiya College of Engineering - [KJSCE],Overall,2022 Ranking,-
47,K. J. Somaiya College of Engineering - [KJSCE],B.Tech,2024 Ranking,#46|  out of 284 in  |India 2024|#4th in Mumbai
47,K. J. Somaiya College of Engineering - [KJSCE],B.Tech,2023 Ranking,#21|  out of 246 in  |India 2023
47,K. J. Somaiya College of Engineering - [KJSCE],B.Tech,2022 Ranking,#19|  out of 238 in  |India 2022
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur",Overall,2024 Ranking,-
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur",Overall,2023 Ranking,#120|  out of 281 in  |India 2023|#19th in Maharashtra
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur",Overall,2022 Ranking,-
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur",B.Tech,2024 Ranking,#111|  out of 284 in  |India 2024|#18th in Maharashtra
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur",B.Tech,2023 Ranking,#89|  out of 246 in  |India 2023
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur",B.Tech,2022 Ranking,#102|  out of 238 in  |India 2022
49,Mukesh Patel School of Technology Management and Engineering - [MPSTME],Overall,2024 Ranking,-
49,Mukesh Patel School of Technology Management and Engineering - [MPSTME],Overall,2023 Ranking,#44|  out of 281 in  |India 2023|#3rd in Mumbai
49,Mukesh Patel School of Technology Management and Engineering - [MPSTME],Overall,2022 Ranking,-
49,Mukesh Patel School of Technology Management and Engineering - [MPSTME],B.Tech,2024 Ranking,#44|  out of 284 in  |India 2024|#3rd in Mumbai
49,Mukesh Patel School of Technology Management and Engineering - [MPSTME],B.Tech,2023 Ranking,#16|  out of 246 in  |India 2023
49,Mukesh Patel School of Technology Management and Engineering - [MPSTME],B.Tech,2022 Ranking,#18|  out of 238 in  |India 2022
50,Sardar Patel Institute of Technology - [SPIT],B.Tech,2024 Ranking,#201-300|  out of 300 in  |India 2024|#4th in Mumbai
50,Sardar Patel Institute of Technology - [SPIT],B.Tech,2022 Ranking,#167|  out of 300 in  |India 2022|#5th in Mumbai
50,Sardar Patel Institute of Technology - [SPIT],B.Tech,2021 Ranking,#143|  out of 300 in  |India 2021|#4th in Mumbai
51,"Faculty of Engineering and Technology, Jain University - [FET JU]",Overall,2024 Ranking,-
51,"Faculty of Engineering and Technology, Jain University - [FET JU]",Overall,2023 Ranking,#67|  out of 281 in  |India 2023|#6th in Bangalore
51,"Faculty of Engineering and Technology, Jain University - [FET JU]",Overall,2022 Ranking,-
51,"Faculty of Engineering and Technology, Jain University - [FET JU]",B.Tech,2024 Ranking,#65|  out of 284 in  |India 2024|#6th in Bangalore
51,"Faculty of Engineering and Technology, Jain University - [FET JU]",B.Tech,2023 Ranking,#37|  out of 246 in  |India 2023
51,"Faculty of Engineering and Technology, Jain University - [FET JU]",B.Tech,2022 Ranking,#43|  out of 238 in  |India 2022
52,Ramdeobaba University - [RBU],Overall,2024 Ranking,-
52,Ramdeobaba University - [RBU],Overall,2023 Ranking,#48|  out of 281 in  |India 2023|#8th in Maharashtra
52,Ramdeobaba University - [RBU],Overall,2022 Ranking,-
52,Ramdeobaba University - [RBU],B.Tech,2024 Ranking,#49|  out of 284 in  |India 2024|#9th in Maharashtra
52,Ramdeobaba University - [RBU],B.Tech,2023 Ranking,#20|  out of 246 in  |India 2023
52,Ramdeobaba University - [RBU],B.Tech,2022 Ranking,#21|  out of 238 in  |India 2022
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],Overall,2024 Ranking,-
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],Overall,2023 Ranking,#153|  out of 281 in  |India 2023|#11th in Hyderabad
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],B.Tech,2024 Ranking,#149|  out of 284 in  |India 2024|#12th in Hyderabad
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],B.Tech,2023 Ranking,#121|  out of 246 in  |India 2023
54,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],Agriculture,2024 Ranking,#21|  out of 40 in  |India 2024|#3rd in Haryana
54,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],Agriculture,2023 Ranking,#24|  out of 40 in  |India 2023|#3rd in Haryana
54,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],Agriculture,2022 Ranking,-
54,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],B.Tech,2024 Ranking,#151-200|  out of 300 in  |India 2024|#3rd in Haryana
54,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],B.Tech,2023 Ranking,#151-200|  out of 200 in  |India 2023|#4th in Haryana
54,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],B.Tech,2022 Ranking,#127|  out of 300 in  |India 2022|#5th in Haryana
55,Sri Jayachamarajendra College of Engineering - [SJCE],Overall,2019 Ranking,#151-200|  out of 200 in  |India 2019|#9th in Karnataka
55,Sri Jayachamarajendra College of Engineering - [SJCE],B.Tech,2019 Ranking,#120|  out of 200 in  |India 2019|#10th in Karnataka
56,Jaypee University of Information Technology - [JUIT],Overall,2024 Ranking,-
56,Jaypee University of Information Technology - [JUIT],Overall,2023 Ranking,-
56,Jaypee University of Information Technology - [JUIT],Overall,2022 Ranking,#151-200|  out of 200 in  |India 2022
56,Jaypee University of Information Technology - [JUIT],B.Tech,2024 Ranking,#201-300|  out of 300 in  |India 2024|#4th in Himachal Pradesh
56,Jaypee University of Information Technology - [JUIT],B.Tech,2023 Ranking,#151-200|  out of 200 in  |India 2023|#3rd in Himachal Pradesh
56,Jaypee University of Information Technology - [JUIT],B.Tech,2022 Ranking,#138|  out of 300 in  |India 2022|#4th in Himachal Pradesh
57,"University Institute of Engineering, Chandigarh University - [UIE]",Overall,2023 Ranking,#65|  out of 281 in  |India 2023
57,"University Institute of Engineering, Chandigarh University - [UIE]",Overall,2022 Ranking,-
57,"University Institute of Engineering, Chandigarh University - [UIE]",Overall,2021 Ranking,-
57,"University Institute of Engineering, Chandigarh University - [UIE]",B.Tech,2023 Ranking,#35|  out of 246 in  |India 2023
57,"University Institute of Engineering, Chandigarh University - [UIE]",B.Tech,2022 Ranking,#38|  out of 238 in  |India 2022
57,"University Institute of Engineering, Chandigarh University - [UIE]",B.Tech,2021 Ranking,#41|  out of 218 in  |India 2021
58,"School of Engineering and Technology, NCU - [SOET]",B.Tech,2019 Ranking,#117|  out of 200 in  |India 2019|#2nd in Haryana
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
59,Lovely Professional University - [LPU],,No data found,
60,St. Joseph College Of Engineering,B.Tech,2024 Ranking,#201-300|  out of 300 in  |India 2024|#17th in Tamil Nadu
60,St. Joseph College Of Engineering,B.Tech,2022 Ranking,#251-300|  out of 300 in  |India 2022|#37th in Tamil Nadu
60,St. Joseph College Of Engineering,B.Tech,2021 Ranking,#183|  out of 300 in  |India 2021|#33rd in Tamil Nadu
61,Saveetha Engineering College - [SEC],B.Tech,2020 Ranking,#78|  out of 200 in  |India 2020
62,Sri Sairam Engineering College,Overall,2024 Ranking,-
62,Sri Sairam Engineering College,Overall,2023 Ranking,#75|  out of 281 in  |India 2023|#2nd in Chennai
62,Sri Sairam Engineering College,Overall,2022 Ranking,-
62,Sri Sairam Engineering College,B.Tech,2024 Ranking,#76|  out of 284 in  |India 2024|#3rd in Chennai
62,Sri Sairam Engineering College,B.Tech,2023 Ranking,#45|  out of 246 in  |India 2023
62,Sri Sairam Engineering College,B.Tech,2022 Ranking,#45|  out of 238 in  |India 2022
63,NMAM Institute of Technology - [NMAMIT],Overall,2024 Ranking,-
63,NMAM Institute of Technology - [NMAMIT],Overall,2023 Ranking,#171|  out of 281 in  |India 2023|#19th in Karnataka
63,NMAM Institute of Technology - [NMAMIT],Overall,2022 Ranking,-
63,NMAM Institute of Technology - [NMAMIT],B.Tech,2024 Ranking,#158|  out of 284 in  |India 2024|#21st in Karnataka
63,NMAM Institute of Technology - [NMAMIT],B.Tech,2023 Ranking,#139|  out of 246 in  |India 2023
63,NMAM Institute of Technology - [NMAMIT],B.Tech,2022 Ranking,#128|  out of 238 in  |India 2022
64,"CVR College of Engineering, Ibrahimpatnam",Overall,2024 Ranking,-
64,"CVR College of Engineering, Ibrahimpatnam",Overall,2023 Ranking,#91|  out of 281 in  |India 2023|#6th in Telangana
64,"CVR College of Engineering, Ibrahimpatnam",Overall,2021 Ranking,-
64,"CVR College of Engineering, Ibrahimpatnam",B.Tech,2024 Ranking,#87|  out of 284 in  |India 2024|#5th in Telangana
64,"CVR College of Engineering, Ibrahimpatnam",B.Tech,2023 Ranking,#60|  out of 246 in  |India 2023
64,"CVR College of Engineering, Ibrahimpatnam",B.Tech,2021 Ranking,#135|  out of 218 in  |India 2021
65,Yeshwantrao Chavan College of Engineering - [YCCE],Overall,2024 Ranking,-
65,Yeshwantrao Chavan College of Engineering - [YCCE],Overall,2023 Ranking,#141|  out of 281 in  |India 2023|#23rd in Maharashtra
65,Yeshwantrao Chavan College of Engineering - [YCCE],Overall,2022 Ranking,-
65,Yeshwantrao Chavan College of Engineering - [YCCE],B.Tech,2024 Ranking,#127|  out of 284 in  |India 2024|#22nd in Maharashtra
65,Yeshwantrao Chavan College of Engineering - [YCCE],B.Tech,2023 Ranking,#110|  out of 246 in  |India 2023
65,Yeshwantrao Chavan College of Engineering - [YCCE],B.Tech,2022 Ranking,#104|  out of 238 in  |India 2022
66,"Institute of Technology, Nirma University",Overall,2024 Ranking,-
66,"Institute of Technology, Nirma University",Overall,2023 Ranking,#41|  out of 281 in  |India 2023|#1st in Ahmedabad
66,"Institute of Technology, Nirma University",Overall,2022 Ranking,-
66,"Institute of Technology, Nirma University",B.Tech,2024 Ranking,#13|  out of 253 in  |India 2024
66,"Institute of Technology, Nirma University",B.Tech,2023 Ranking,#13|  out of 246 in  |India 2023
66,"Institute of Technology, Nirma University",B.Tech,2022 Ranking,#17|  out of 238 in  |India 2022
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Overall,2024 Ranking,#101-150|  out of 200 in  |India 2024|#6th in Punjab
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Overall,2023 Ranking,#151|  out of 200 in  |India 2023
67,Sant Longowal Institute of Engineering and Technology - [SLIET],Overall,2022 Ranking,#151-200|  out of 200 in  |India 2022
67,Sant Longowal Institute of Engineering and Technology - [SLIET],B.Tech,2024 Ranking,#76|  out of 300 in  |India 2024|#5th in Punjab
67,Sant Longowal Institute of Engineering and Technology - [SLIET],B.Tech,2023 Ranking,#151-200|  out of 200 in  |India 2023|#7th in Punjab
67,Sant Longowal Institute of Engineering and Technology - [SLIET],B.Tech,2022 Ranking,#178|  out of 300 in  |India 2022|#7th in Punjab
68,Sri Ramakrishna Engineering College - [SREC],B.Tech,2024 Ranking,#34|  out of 245 in  |India 2024|#10th in Tamil Nadu
68,Sri Ramakrishna Engineering College - [SREC],B.Tech,2023 Ranking,#59|  out of 131 in  |India 2023|#10th in Tamil Nadu
68,Sri Ramakrishna Engineering College - [SREC],B.Tech,2022 Ranking,#57|  out of 216 in  |India 2022|#10th in Tamil Nadu
69,Chennai Institute of Technology - [CIT],Overall,2024 Ranking,#151-200|  out of 200 in  |India 2024|#11th in Chennai
69,Chennai Institute of Technology - [CIT],Overall,2023 Ranking,-
69,Chennai Institute of Technology - [CIT],Overall,2022 Ranking,-
69,Chennai Institute of Technology - [CIT],B.Tech,2024 Ranking,#101-150|  out of 300 in  |India 2024|#8th in Chennai
69,Chennai Institute of Technology - [CIT],B.Tech,2023 Ranking,#151-200|  out of 200 in  |India 2023|#10th in Chennai
69,Chennai Institute of Technology - [CIT],B.Tech,2022 Ranking,#175|  out of 300 in  |India 2022|#13th in Chennai
70,Institute of Aeronautical Engineering - [IARE],Overall,2024 Ranking,-
70,Institute of Aeronautical Engineering - [IARE],Overall,2023 Ranking,#86|  out of 281 in  |India 2023|#5th in Hyderabad
70,Institute of Aeronautical Engineering - [IARE],Overall,2022 Ranking,-
70,Institute of Aeronautical Engineering - [IARE],B.Tech,2024 Ranking,#89|  out of 284 in  |India 2024|#5th in Hyderabad
70,Institute of Aeronautical Engineering - [IARE],B.Tech,2023 Ranking,#56|  out of 246 in  |India 2023
70,Institute of Aeronautical Engineering - [IARE],B.Tech,2022 Ranking,#54|  out of 238 in  |India 2022
71,Nitte Meenakshi Institute of Technology - [NMIT],Overall,2024 Ranking,-
71,Nitte Meenakshi Institute of Technology - [NMIT],Overall,2023 Ranking,#64|  out of 281 in  |India 2023|#5th in Bangalore
71,Nitte Meenakshi Institute of Technology - [NMIT],Overall,2022 Ranking,-
71,Nitte Meenakshi Institute of Technology - [NMIT],B.Tech,2024 Ranking,#62|  out of 284 in  |India 2024|#5th in Bangalore
71,Nitte Meenakshi Institute of Technology - [NMIT],B.Tech,2023 Ranking,#34|  out of 246 in  |India 2023
71,Nitte Meenakshi Institute of Technology - [NMIT],B.Tech,2022 Ranking,#35|  out of 238 in  |India 2022
72,Sri Venkateswara College of Engineering - [SVCE],B.Tech,2024 Ranking,#51|  out of 253 in  |India 2024
73,Rajalakshmi Engineering College - [REC],Engineering,No data found,86
74,PES University - [PESU],IIRF,2023,77
74,PES University - [PESU],NIRF Engineering Category,2022,100
74,PES University - [PESU],Outlook India,2022,9
74,PES University - [PESU],2021,No data found,2
75,Heritage Institute of Technology - [HIT],Overall,2024 Ranking,-
75,Heritage Institute of Technology - [HIT],Overall,2023 Ranking,#138|  out of 281 in  |India 2023|#1st in Kolkata
75,Heritage Institute of Technology - [HIT],Overall,2022 Ranking,-
75,Heritage Institute of Technology - [HIT],B.Tech,2024 Ranking,#130|  out of 284 in  |India 2024|#2nd in Kolkata
75,Heritage Institute of Technology - [HIT],B.Tech,2023 Ranking,#107|  out of 246 in  |India 2023
75,Heritage Institute of Technology - [HIT],B.Tech,2022 Ranking,#111|  out of 238 in  |India 2022
76,Sri Krishna College of Technology - [SKCT],Overall,2024 Ranking,-
76,Sri Krishna College of Technology - [SKCT],Overall,2023 Ranking,#210|  out of 281 in  |India 2023|#31st in Tamil Nadu
76,Sri Krishna College of Technology - [SKCT],Overall,2021 Ranking,-
76,Sri Krishna College of Technology - [SKCT],B.Tech,2024 Ranking,#202|  out of 284 in  |India 2024|#27th in Tamil Nadu
